corner,wn_store,wp_store,wn_access,temp,vdd,polarity,qcrit_fC
tt,1.2e-07,1.6e-07,1.2e-07,0,1.2,0,1.12812e-14
tt,1.2e-07,1.6e-07,1.2e-07,27,1,1,9.21875e-15
tt,1.2e-07,1.6e-07,1.2e-07,27,1,0,1.01563e-14
tt,1.2e-07,1.6e-07,1.2e-07,27,1.05,1,9.21875e-15
tt,1.2e-07,1.6e-07,1.2e-07,27,1.05,0,1.01563e-14
tt,1.2e-07,1.6e-07,1.2e-07,27,1.1,1,9.21875e-15
tt,1.2e-07,1.6e-07,1.2e-07,27,1.1,0,1.01563e-14
tt,1.2e-07,1.6e-07,1.2e-07,27,1.15,1,9.21875e-15
tt,1.2e-07,1.6e-07,1.2e-07,27,1.15,0,1.01563e-14
tt,1.2e-07,1.6e-07,1.2e-07,27,1.2,1,9.21875e-15
tt,1.2e-07,1.6e-07,1.2e-07,27,1.2,0,1.01563e-14
tt,1.2e-07,1.6e-07,1.2e-07,85,1,1,8.09375e-15
tt,1.2e-07,1.6e-07,1.2e-07,85,1,0,8.28125e-15
tt,1.2e-07,1.6e-07,1.2e-07,85,1.05,1,8.09375e-15
tt,1.2e-07,1.6e-07,1.2e-07,85,1.05,0,8.28125e-15
tt,1.2e-07,1.6e-07,1.2e-07,85,1.1,1,8.09375e-15
tt,1.2e-07,1.6e-07,1.2e-07,85,1.1,0,8.28125e-15
tt,1.2e-07,1.6e-07,1.2e-07,85,1.15,1,8.09375e-15
tt,1.2e-07,1.6e-07,1.2e-07,85,1.15,0,8.28125e-15
tt,1.2e-07,1.6e-07,1.2e-07,85,1.2,1,8.09375e-15
tt,1.2e-07,1.6e-07,1.2e-07,85,1.2,0,8.28125e-15
tt,1.2e-07,1.6e-07,1.2e-07,125,1,1,7.34375e-15
tt,1.2e-07,1.6e-07,1.2e-07,125,1,0,7.34375e-15
tt,1.2e-07,1.6e-07,1.2e-07,125,1.05,1,7.34375e-15
tt,1.2e-07,1.6e-07,1.2e-07,125,1.05,0,7.34375e-15
tt,1.2e-07,1.6e-07,1.2e-07,125,1.1,1,7.34375e-15
tt,1.2e-07,1.6e-07,1.2e-07,125,1.1,0,7.34375e-15
tt,1.2e-07,1.6e-07,1.2e-07,125,1.15,1,7.34375e-15
tt,1.2e-07,1.6e-07,1.2e-07,125,1.15,0,7.34375e-15
tt,1.2e-07,1.6e-07,1.2e-07,125,1.2,1,7.34375e-15
tt,1.2e-07,1.6e-07,1.2e-07,125,1.2,0,7.34375e-15
tt,1.2e-07,2e-07,1.2e-07,-40,1,1,1.35312e-14
tt,1.2e-07,2e-07,1.2e-07,-40,1,0,1.31563e-14
tt,1.2e-07,2e-07,1.2e-07,-40,1.05,1,1.35312e-14
tt,1.2e-07,2e-07,1.2e-07,-40,1.05,0,1.31563e-14
tt,1.2e-07,2e-07,1.2e-07,-40,1.1,1,1.35312e-14
tt,1.2e-07,2e-07,1.2e-07,-40,1.1,0,1.31563e-14
tt,1.2e-07,2e-07,1.2e-07,-40,1.15,1,1.35312e-14
tt,1.2e-07,2e-07,1.2e-07,-40,1.15,0,1.31563e-14
tt,1.2e-07,2e-07,1.2e-07,-40,1.2,1,1.35312e-14
tt,1.2e-07,2e-07,1.2e-07,-40,1.2,0,1.31563e-14
tt,1.2e-07,2e-07,1.2e-07,0,1,1,1.20312e-14
tt,1.2e-07,2e-07,1.2e-07,0,1,0,1.12812e-14
tt,1.2e-07,2e-07,1.2e-07,0,1.05,1,1.20312e-14
tt,1.2e-07,2e-07,1.2e-07,0,1.05,0,1.12812e-14
tt,1.2e-07,2e-07,1.2e-07,0,1.1,1,1.20312e-14
tt,1.2e-07,2e-07,1.2e-07,0,1.1,0,1.12812e-14
tt,1.2e-07,2e-07,1.2e-07,0,1.15,1,1.20312e-14
tt,1.2e-07,2e-07,1.2e-07,0,1.15,0,1.12812e-14
tt,1.2e-07,2e-07,1.2e-07,0,1.2,1,1.20312e-14
tt,1.2e-07,2e-07,1.2e-07,0,1.2,0,1.12812e-14
tt,1.2e-07,2e-07,1.2e-07,27,1,1,1.12812e-14
tt,1.2e-07,2e-07,1.2e-07,27,1,0,1.03438e-14
tt,1.2e-07,2e-07,1.2e-07,27,1.05,1,1.12812e-14
tt,1.2e-07,2e-07,1.2e-07,27,1.05,0,1.03438e-14
tt,1.2e-07,2e-07,1.2e-07,27,1.1,1,1.12812e-14
tt,1.2e-07,2e-07,1.2e-07,27,1.1,0,1.03438e-14
tt,1.2e-07,2e-07,1.2e-07,27,1.15,1,1.12812e-14
tt,1.2e-07,2e-07,1.2e-07,27,1.15,0,1.03438e-14
tt,1.2e-07,2e-07,1.2e-07,27,1.2,1,1.12812e-14
tt,1.2e-07,2e-07,1.2e-07,27,1.2,0,1.03438e-14
tt,1.2e-07,2e-07,1.2e-07,85,1,1,9.59375e-15
tt,1.2e-07,2e-07,1.2e-07,85,1,0,8.46875e-15
tt,1.2e-07,2e-07,1.2e-07,85,1.05,1,9.59375e-15
tt,1.2e-07,2e-07,1.2e-07,85,1.05,0,8.46875e-15
tt,1.2e-07,2e-07,1.2e-07,85,1.1,1,9.59375e-15
tt,1.2e-07,2e-07,1.2e-07,85,1.1,0,8.46875e-15
tt,1.2e-07,2e-07,1.2e-07,85,1.15,1,9.59375e-15
tt,1.2e-07,2e-07,1.2e-07,85,1.15,0,8.46875e-15
tt,1.2e-07,2e-07,1.2e-07,85,1.2,1,9.59375e-15
tt,1.2e-07,2e-07,1.2e-07,85,1.2,0,8.46875e-15
tt,1.2e-07,2e-07,1.2e-07,125,1,1,8.65625e-15
tt,1.2e-07,2e-07,1.2e-07,125,1,0,7.53125e-15
tt,1.2e-07,2e-07,1.2e-07,125,1.05,1,8.65625e-15
tt,1.2e-07,2e-07,1.2e-07,125,1.05,0,7.53125e-15
tt,1.2e-07,2e-07,1.2e-07,125,1.1,1,8.65625e-15
tt,1.2e-07,2e-07,1.2e-07,125,1.1,0,7.53125e-15
tt,1.2e-07,2e-07,1.2e-07,125,1.15,1,8.65625e-15
tt,1.2e-07,2e-07,1.2e-07,125,1.15,0,7.53125e-15
tt,1.2e-07,2e-07,1.2e-07,125,1.2,1,8.65625e-15
tt,1.2e-07,2e-07,1.2e-07,125,1.2,0,7.53125e-15
tt,1.2e-07,2.4e-07,1.2e-07,-40,1,1,1.59688e-14
tt,1.2e-07,2.4e-07,1.2e-07,-40,1,0,1.33437e-14
tt,1.2e-07,2.4e-07,1.2e-07,-40,1.05,1,1.59688e-14
tt,1.2e-07,2.4e-07,1.2e-07,-40,1.05,0,1.33437e-14
tt,1.2e-07,2.4e-07,1.2e-07,-40,1.1,1,1.59688e-14
tt,1.2e-07,2.4e-07,1.2e-07,-40,1.1,0,1.33437e-14
tt,1.2e-07,2.4e-07,1.2e-07,-40,1.15,1,1.59688e-14
tt,1.2e-07,2.4e-07,1.2e-07,-40,1.15,0,1.33437e-14
tt,1.2e-07,2.4e-07,1.2e-07,-40,1.2,1,1.59688e-14
tt,1.2e-07,2.4e-07,1.2e-07,-40,1.2,0,1.33437e-14
tt,1.2e-07,2.4e-07,1.2e-07,0,1,1,1.40937e-14
tt,1.2e-07,2.4e-07,1.2e-07,0,1,0,1.14688e-14
tt,1.2e-07,2.4e-07,1.2e-07,0,1.05,1,1.40937e-14
tt,1.2e-07,2.4e-07,1.2e-07,0,1.05,0,1.14688e-14
tt,1.2e-07,2.4e-07,1.2e-07,0,1.1,1,1.40937e-14
tt,1.2e-07,2.4e-07,1.2e-07,0,1.1,0,1.14688e-14
tt,1.2e-07,2.4e-07,1.2e-07,0,1.15,1,1.40937e-14
tt,1.2e-07,2.4e-07,1.2e-07,0,1.15,0,1.14688e-14
tt,1.2e-07,2.4e-07,1.2e-07,0,1.2,1,1.40937e-14
tt,1.2e-07,2.4e-07,1.2e-07,0,1.2,0,1.14688e-14
tt,1.2e-07,2.4e-07,1.2e-07,27,1,1,1.31563e-14
tt,1.2e-07,2.4e-07,1.2e-07,27,1,0,1.03438e-14
tt,1.2e-07,2.4e-07,1.2e-07,27,1.05,1,1.31563e-14
tt,1.2e-07,2.4e-07,1.2e-07,27,1.05,0,1.03438e-14
tt,1.2e-07,2.4e-07,1.2e-07,27,1.1,1,1.31563e-14
tt,1.2e-07,2.4e-07,1.2e-07,27,1.1,0,1.03438e-14
tt,1.2e-07,2.4e-07,1.2e-07,27,1.15,1,1.31563e-14
tt,1.2e-07,2.4e-07,1.2e-07,27,1.15,0,1.03438e-14
tt,1.2e-07,2.4e-07,1.2e-07,27,1.2,1,1.31563e-14
tt,1.2e-07,2.4e-07,1.2e-07,27,1.2,0,1.03438e-14
tt,1.2e-07,2.4e-07,1.2e-07,85,1,1,1.12812e-14
tt,1.2e-07,2.4e-07,1.2e-07,85,1,0,8.65625e-15
tt,1.2e-07,2.4e-07,1.2e-07,85,1.05,1,1.12812e-14
tt,1.2e-07,2.4e-07,1.2e-07,85,1.05,0,8.65625e-15
tt,1.2e-07,2.4e-07,1.2e-07,85,1.1,1,1.12812e-14
tt,1.2e-07,2.4e-07,1.2e-07,85,1.1,0,8.65625e-15
tt,1.2e-07,2.4e-07,1.2e-07,85,1.15,1,1.12812e-14
tt,1.2e-07,2.4e-07,1.2e-07,85,1.15,0,8.65625e-15
tt,1.2e-07,2.4e-07,1.2e-07,85,1.2,1,1.12812e-14
tt,1.2e-07,2.4e-07,1.2e-07,85,1.2,0,8.65625e-15
tt,1.2e-07,2.4e-07,1.2e-07,125,1,1,1.01563e-14
tt,1.2e-07,2.4e-07,1.2e-07,125,1,0,7.53125e-15
tt,1.2e-07,2.4e-07,1.2e-07,125,1.05,1,1.01563e-14
tt,1.2e-07,2.4e-07,1.2e-07,125,1.05,0,7.53125e-15
tt,1.2e-07,2.4e-07,1.2e-07,125,1.1,1,1.01563e-14
tt,1.2e-07,2.4e-07,1.2e-07,125,1.1,0,7.53125e-15
tt,1.2e-07,2.4e-07,1.2e-07,125,1.15,1,1.01563e-14
tt,1.2e-07,2.4e-07,1.2e-07,125,1.15,0,7.53125e-15
tt,1.2e-07,2.4e-07,1.2e-07,125,1.2,1,1.01563e-14
tt,1.2e-07,2.4e-07,1.2e-07,125,1.2,0,7.53125e-15
tt,1.2e-07,2.8e-07,1.2e-07,-40,1,1,1.82187e-14
tt,1.2e-07,2.8e-07,1.2e-07,-40,1,0,1.35312e-14
tt,1.2e-07,2.8e-07,1.2e-07,-40,1.05,1,1.82187e-14
tt,1.2e-07,2.8e-07,1.2e-07,-40,1.05,0,1.35312e-14
tt,1.2e-07,2.8e-07,1.2e-07,-40,1.1,1,1.82187e-14
tt,1.2e-07,2.8e-07,1.2e-07,-40,1.1,0,1.35312e-14
tt,1.2e-07,2.8e-07,1.2e-07,-40,1.15,1,1.82187e-14
tt,1.2e-07,2.8e-07,1.2e-07,-40,1.15,0,1.35312e-14
tt,1.2e-07,2.8e-07,1.2e-07,-40,1.2,1,1.82187e-14
tt,1.2e-07,2.8e-07,1.2e-07,-40,1.2,0,1.35312e-14
tt,1.2e-07,2.8e-07,1.2e-07,0,1,1,1.63437e-14
tt,1.2e-07,2.8e-07,1.2e-07,0,1,0,1.16563e-14
tt,1.2e-07,2.8e-07,1.2e-07,0,1.05,1,1.63437e-14
tt,1.2e-07,2.8e-07,1.2e-07,0,1.05,0,1.16563e-14
tt,1.2e-07,2.8e-07,1.2e-07,0,1.1,1,1.63437e-14
tt,1.2e-07,2.8e-07,1.2e-07,0,1.1,0,1.16563e-14
tt,1.2e-07,2.8e-07,1.2e-07,0,1.15,1,1.63437e-14
tt,1.2e-07,2.8e-07,1.2e-07,0,1.15,0,1.16563e-14
tt,1.2e-07,2.8e-07,1.2e-07,0,1.2,1,1.63437e-14
tt,1.2e-07,2.8e-07,1.2e-07,0,1.2,0,1.16563e-14
tt,1.2e-07,2.8e-07,1.2e-07,27,1,1,1.50312e-14
tt,1.2e-07,2.8e-07,1.2e-07,27,1,0,1.05312e-14
tt,1.2e-07,2.8e-07,1.2e-07,27,1.05,1,1.50312e-14
tt,1.2e-07,2.8e-07,1.2e-07,27,1.05,0,1.05312e-14
tt,1.2e-07,2.8e-07,1.2e-07,27,1.1,1,1.50312e-14
tt,1.2e-07,2.8e-07,1.2e-07,27,1.1,0,1.05312e-14
tt,1.2e-07,2.8e-07,1.2e-07,27,1.15,1,1.50312e-14
tt,1.2e-07,2.8e-07,1.2e-07,27,1.15,0,1.05312e-14
tt,1.2e-07,2.8e-07,1.2e-07,27,1.2,1,1.50312e-14
tt,1.2e-07,2.8e-07,1.2e-07,27,1.2,0,1.05312e-14
tt,1.2e-07,2.8e-07,1.2e-07,85,1,1,1.29688e-14
tt,1.2e-07,2.8e-07,1.2e-07,85,1,0,8.65625e-15
tt,1.2e-07,2.8e-07,1.2e-07,85,1.05,1,1.29688e-14
tt,1.2e-07,2.8e-07,1.2e-07,85,1.05,0,8.65625e-15
tt,1.2e-07,2.8e-07,1.2e-07,85,1.1,1,1.29688e-14
tt,1.2e-07,2.8e-07,1.2e-07,85,1.1,0,8.65625e-15
tt,1.2e-07,2.8e-07,1.2e-07,85,1.15,1,1.29688e-14
tt,1.2e-07,2.8e-07,1.2e-07,85,1.15,0,8.65625e-15
tt,1.2e-07,2.8e-07,1.2e-07,85,1.2,1,1.29688e-14
tt,1.2e-07,2.8e-07,1.2e-07,85,1.2,0,8.65625e-15
tt,1.2e-07,2.8e-07,1.2e-07,125,1,1,1.16563e-14
tt,1.2e-07,2.8e-07,1.2e-07,125,1,0,7.71875e-15
tt,1.2e-07,2.8e-07,1.2e-07,125,1.05,1,1.16563e-14
tt,1.2e-07,2.8e-07,1.2e-07,125,1.05,0,7.71875e-15
