corner,wn_store,wp_store,wn_access,temp,leakage_power_W
ss,1.6e-07,2.4e-07,1.2e-07,0,4.85685e-11
ss,1.6e-07,2.4e-07,1.2e-07,27,4.94965e-11
ss,1.6e-07,2.4e-07,1.2e-07,85,6.05817e-11
ss,1.6e-07,2.4e-07,1.2e-07,125,9.31472e-11
ss,1.6e-07,2.8e-07,1.2e-07,-40,5.28679e-11
ss,1.6e-07,2.8e-07,1.2e-07,0,5.33768e-11
ss,1.6e-07,2.8e-07,1.2e-07,27,5.43832e-11
ss,1.6e-07,2.8e-07,1.2e-07,85,6.64217e-11
ss,1.6e-07,2.8e-07,1.2e-07,125,1.01855e-10
ss,1.6e-07,3.2e-07,1.2e-07,-40,5.76121e-11
ss,1.6e-07,3.2e-07,1.2e-07,0,5.81631e-11
ss,1.6e-07,3.2e-07,1.2e-07,27,5.92445e-11
ss,1.6e-07,3.2e-07,1.2e-07,85,7.22011e-11
ss,1.6e-07,3.2e-07,1.2e-07,125,1.1042e-10
ss,2e-07,1.2e-07,1.2e-07,-40,3.69026e-11
ss,2e-07,1.2e-07,1.2e-07,0,3.73228e-11
ss,2e-07,1.2e-07,1.2e-07,27,3.81919e-11
ss,2e-07,1.2e-07,1.2e-07,85,4.81246e-11
ss,2e-07,1.2e-07,1.2e-07,125,7.62339e-11
ss,2e-07,1.6e-07,1.2e-07,-40,4.16722e-11
ss,2e-07,1.6e-07,1.2e-07,0,4.21397e-11
ss,2e-07,1.6e-07,1.2e-07,27,4.31033e-11
ss,2e-07,1.6e-07,1.2e-07,85,5.42413e-11
ss,2e-07,1.6e-07,1.2e-07,125,8.59458e-11
ss,2e-07,2e-07,1.2e-07,-40,4.64403e-11
ss,2e-07,2e-07,1.2e-07,0,4.69534e-11
ss,2e-07,2e-07,1.2e-07,27,4.80036e-11
ss,2e-07,2e-07,1.2e-07,85,6.02156e-11
ss,2e-07,2e-07,1.2e-07,125,9.5122e-11
ss,2e-07,2.4e-07,1.2e-07,-40,5.12067e-11
ss,2e-07,2.4e-07,1.2e-07,0,5.17641e-11
ss,2e-07,2.4e-07,1.2e-07,27,5.28959e-11
ss,2e-07,2.4e-07,1.2e-07,85,6.61072e-11
ss,2e-07,2.4e-07,1.2e-07,125,1.04006e-10
ss,2e-07,2.8e-07,1.2e-07,-40,5.59716e-11
ss,2e-07,2.8e-07,1.2e-07,0,5.65725e-11
ss,2e-07,2.8e-07,1.2e-07,27,5.77826e-11
ss,2e-07,2.8e-07,1.2e-07,85,7.19473e-11
ss,2e-07,2.8e-07,1.2e-07,125,1.12714e-10
ss,2e-07,3.2e-07,1.2e-07,-40,6.07159e-11
ss,2e-07,3.2e-07,1.2e-07,0,6.13588e-11
ss,2e-07,3.2e-07,1.2e-07,27,6.2644e-11
ss,2e-07,3.2e-07,1.2e-07,85,7.77266e-11
ss,2e-07,3.2e-07,1.2e-07,125,1.21279e-10
ss,2.4e-07,1.2e-07,1.2e-07,-40,3.99837e-11
ss,2.4e-07,1.2e-07,1.2e-07,0,4.04901e-11
ss,2.4e-07,1.2e-07,1.2e-07,27,4.15459e-11
ss,2.4e-07,1.2e-07,1.2e-07,85,5.342e-11
ss,2.4e-07,1.2e-07,1.2e-07,125,8.64194e-11
ss,2.4e-07,1.6e-07,1.2e-07,-40,4.47532e-11
ss,2.4e-07,1.6e-07,1.2e-07,0,4.53069e-11
ss,2.4e-07,1.6e-07,1.2e-07,27,4.64572e-11
ss,2.4e-07,1.6e-07,1.2e-07,85,5.95367e-11
ss,2.4e-07,1.6e-07,1.2e-07,125,9.61313e-11
ss,2.4e-07,2e-07,1.2e-07,-40,4.95214e-11
ss,2.4e-07,2e-07,1.2e-07,0,5.01206e-11
ss,2.4e-07,2e-07,1.2e-07,27,5.13575e-11
ss,2.4e-07,2e-07,1.2e-07,85,6.5511e-11
ss,2.4e-07,2e-07,1.2e-07,125,1.05308e-10
ss,2.4e-07,2.4e-07,1.2e-07,-40,5.42877e-11
ss,2.4e-07,2.4e-07,1.2e-07,0,5.49313e-11
ss,2.4e-07,2.4e-07,1.2e-07,27,5.62497e-11
ss,2.4e-07,2.4e-07,1.2e-07,85,7.14025e-11
ss,2.4e-07,2.4e-07,1.2e-07,125,1.14191e-10
ss,2.4e-07,2.8e-07,1.2e-07,-40,5.90529e-11
ss,2.4e-07,2.8e-07,1.2e-07,0,5.97399e-11
ss,2.4e-07,2.8e-07,1.2e-07,27,6.11367e-11
ss,2.4e-07,2.8e-07,1.2e-07,85,7.72428e-11
ss,2.4e-07,2.8e-07,1.2e-07,125,1.22899e-10
ss,2.4e-07,3.2e-07,1.2e-07,-40,6.37971e-11
ss,2.4e-07,3.2e-07,1.2e-07,0,6.45262e-11
ss,2.4e-07,3.2e-07,1.2e-07,27,6.59981e-11
ss,2.4e-07,3.2e-07,1.2e-07,85,8.30222e-11
ss,2.4e-07,3.2e-07,1.2e-07,125,1.31464e-10
ss,2.8e-07,1.2e-07,1.2e-07,-40,4.30488e-11
ss,2.8e-07,1.2e-07,1.2e-07,0,4.36364e-11
ss,2.8e-07,1.2e-07,1.2e-07,27,4.48649e-11
ss,2.8e-07,1.2e-07,1.2e-07,85,5.85325e-11
ss,2.8e-07,1.2e-07,1.2e-07,125,9.60757e-11
ss,2.8e-07,1.6e-07,1.2e-07,-40,4.78184e-11
ss,2.8e-07,1.6e-07,1.2e-07,0,4.84534e-11
ss,2.8e-07,1.6e-07,1.2e-07,27,4.97762e-11
ss,2.8e-07,1.6e-07,1.2e-07,85,6.46493e-11
ss,2.8e-07,1.6e-07,1.2e-07,125,1.05788e-10
ss,2.8e-07,2e-07,1.2e-07,-40,5.25866e-11
ss,2.8e-07,2e-07,1.2e-07,0,5.32671e-11
ss,2.8e-07,2e-07,1.2e-07,27,5.46766e-11
ss,2.8e-07,2e-07,1.2e-07,85,7.06236e-11
ss,2.8e-07,2e-07,1.2e-07,125,1.14964e-10
ss,2.8e-07,2.4e-07,1.2e-07,-40,5.7353e-11
ss,2.8e-07,2.4e-07,1.2e-07,0,5.80778e-11
ss,2.8e-07,2.4e-07,1.2e-07,27,5.95689e-11
ss,2.8e-07,2.4e-07,1.2e-07,85,7.65152e-11
ss,2.8e-07,2.4e-07,1.2e-07,125,1.23848e-10
ss,2.8e-07,2.8e-07,1.2e-07,-40,6.21179e-11
ss,2.8e-07,2.8e-07,1.2e-07,0,6.28862e-11
ss,2.8e-07,2.8e-07,1.2e-07,27,6.44557e-11
ss,2.8e-07,2.8e-07,1.2e-07,85,8.23553e-11
ss,2.8e-07,2.8e-07,1.2e-07,125,1.32555e-10
ss,2.8e-07,3.2e-07,1.2e-07,-40,6.68622e-11
ss,2.8e-07,3.2e-07,1.2e-07,0,6.76725e-11
ss,2.8e-07,3.2e-07,1.2e-07,27,6.9317e-11
ss,2.8e-07,3.2e-07,1.2e-07,85,8.81346e-11
ss,2.8e-07,3.2e-07,1.2e-07,125,1.41121e-10
ss,3.2e-07,1.2e-07,1.2e-07,-40,4.61124e-11
ss,3.2e-07,1.2e-07,1.2e-07,0,4.67641e-11
ss,3.2e-07,1.2e-07,1.2e-07,27,4.81145e-11
ss,3.2e-07,1.2e-07,1.2e-07,85,6.30643e-11
ss,3.2e-07,1.2e-07,1.2e-07,125,1.03994e-10
ss,3.2e-07,1.6e-07,1.2e-07,-40,5.08819e-11
ss,3.2e-07,1.6e-07,1.2e-07,0,5.15809e-11
ss,3.2e-07,1.6e-07,1.2e-07,27,5.30258e-11
ss,3.2e-07,1.6e-07,1.2e-07,85,6.91809e-11
ss,3.2e-07,1.6e-07,1.2e-07,125,1.13706e-10
ss,3.2e-07,2e-07,1.2e-07,-40,5.565e-11
ss,3.2e-07,2e-07,1.2e-07,0,5.63947e-11
ss,3.2e-07,2e-07,1.2e-07,27,5.79261e-11
ss,3.2e-07,2e-07,1.2e-07,85,7.51553e-11
ss,3.2e-07,2e-07,1.2e-07,125,1.22882e-10
ss,3.2e-07,2.4e-07,1.2e-07,-40,6.04165e-11
ss,3.2e-07,2.4e-07,1.2e-07,0,6.12054e-11
ss,3.2e-07,2.4e-07,1.2e-07,27,6.28185e-11
ss,3.2e-07,2.4e-07,1.2e-07,85,8.10469e-11
ss,3.2e-07,2.4e-07,1.2e-07,125,1.31766e-10
ss,3.2e-07,2.8e-07,1.2e-07,-40,6.51817e-11
ss,3.2e-07,2.8e-07,1.2e-07,0,6.60141e-11
ss,3.2e-07,2.8e-07,1.2e-07,27,6.77054e-11
ss,3.2e-07,2.8e-07,1.2e-07,85,8.68872e-11
ss,3.2e-07,2.8e-07,1.2e-07,125,1.40474e-10
ss,3.2e-07,3.2e-07,1.2e-07,-40,6.99259e-11
ss,3.2e-07,3.2e-07,1.2e-07,0,7.08003e-11
ss,3.2e-07,3.2e-07,1.2e-07,27,7.25668e-11
ss,3.2e-07,3.2e-07,1.2e-07,85,9.26666e-11
ss,3.2e-07,3.2e-07,1.2e-07,125,1.49039e-10
fs,1.2e-07,1.2e-07,1.2e-07,-40,4.60806e-11
fs,1.2e-07,1.2e-07,1.2e-07,0,5.44494e-11
fs,1.2e-07,1.2e-07,1.2e-07,27,7.13451e-11
fs,1.2e-07,1.2e-07,1.2e-07,85,1.8756e-10
fs,1.2e-07,1.2e-07,1.2e-07,125,3.95718e-10
fs,1.2e-07,1.6e-07,1.2e-07,-40,5.26822e-11
fs,1.2e-07,1.6e-07,1.2e-07,0,6.11184e-11
fs,1.2e-07,1.6e-07,1.2e-07,27,7.81422e-11
fs,1.2e-07,1.6e-07,1.2e-07,85,1.95751e-10
fs,1.2e-07,1.6e-07,1.2e-07,125,4.07667e-10
fs,1.2e-07,2e-07,1.2e-07,-40,5.92797e-11
fs,1.2e-07,2e-07,1.2e-07,0,6.77834e-11
fs,1.2e-07,2e-07,1.2e-07,27,8.49387e-11
fs,1.2e-07,2e-07,1.2e-07,85,2.0402e-10
fs,1.2e-07,2e-07,1.2e-07,125,4.19969e-10
fs,1.2e-07,2.4e-07,1.2e-07,-40,6.58741e-11
fs,1.2e-07,2.4e-07,1.2e-07,0,7.44452e-11
fs,1.2e-07,2.4e-07,1.2e-07,27,9.17322e-11
fs,1.2e-07,2.4e-07,1.2e-07,85,2.12309e-10
fs,1.2e-07,2.4e-07,1.2e-07,125,4.32379e-10
fs,1.2e-07,2.8e-07,1.2e-07,-40,7.24664e-11
fs,1.2e-07,2.8e-07,1.2e-07,0,8.11045e-11
fs,1.2e-07,2.8e-07,1.2e-07,27,9.85232e-11
fs,1.2e-07,2.8e-07,1.2e-07,85,2.20602e-10
fs,1.2e-07,2.8e-07,1.2e-07,125,4.44826e-10
fs,1.2e-07,3.2e-07,1.2e-07,-40,7.90023e-11
fs,1.2e-07,3.2e-07,1.2e-07,0,8.77061e-11
fs,1.2e-07,3.2e-07,1.2e-07,27,1.05258e-10
fs,1.2e-07,3.2e-07,1.2e-07,85,2.28895e-10
fs,1.2e-07,3.2e-07,1.2e-07,125,4.57469e-10
fs,1.6e-07,1.2e-07,1.2e-07,-40,5.10777e-11
fs,1.6e-07,1.2e-07,1.2e-07,0,5.9924e-11
fs,1.6e-07,1.2e-07,1.2e-07,27,7.81571e-11
fs,1.6e-07,1.2e-07,1.2e-07,85,2.06609e-10
fs,1.6e-07,1.2e-07,1.2e-07,125,4.40199e-10
fs,1.6e-07,1.6e-07,1.2e-07,-40,5.76794e-11
fs,1.6e-07,1.6e-07,1.2e-07,0,6.65931e-11
fs,1.6e-07,1.6e-07,1.2e-07,27,8.49543e-11
fs,1.6e-07,1.6e-07,1.2e-07,85,2.148e-10
fs,1.6e-07,1.6e-07,1.2e-07,125,4.52148e-10
fs,1.6e-07,2e-07,1.2e-07,-40,6.42769e-11
fs,1.6e-07,2e-07,1.2e-07,0,7.32581e-11
fs,1.6e-07,2e-07,1.2e-07,27,9.17507e-11
fs,1.6e-07,2e-07,1.2e-07,85,2.23069e-10
fs,1.6e-07,2e-07,1.2e-07,125,4.6445e-10
fs,1.6e-07,2.4e-07,1.2e-07,-40,7.08713e-11
fs,1.6e-07,2.4e-07,1.2e-07,0,7.99199e-11
fs,1.6e-07,2.4e-07,1.2e-07,27,9.85443e-11
fs,1.6e-07,2.4e-07,1.2e-07,85,2.31358e-10
fs,1.6e-07,2.4e-07,1.2e-07,125,4.7686e-10
fs,1.6e-07,2.8e-07,1.2e-07,-40,7.74635e-11
fs,1.6e-07,2.8e-07,1.2e-07,0,8.65791e-11
fs,1.6e-07,2.8e-07,1.2e-07,27,1.05335e-10
fs,1.6e-07,2.8e-07,1.2e-07,85,2.39651e-10
fs,1.6e-07,2.8e-07,1.2e-07,125,4.89306e-10
fs,1.6e-07,3.2e-07,1.2e-07,-40,8.39994e-11
fs,1.6e-07,3.2e-07,1.2e-07,0,9.31807e-11
fs,1.6e-07,3.2e-07,1.2e-07,27,1.1207e-10
fs,1.6e-07,3.2e-07,1.2e-07,85,2.47944e-10
fs,1.6e-07,3.2e-07,1.2e-07,125,5.0195e-10
fs,2e-07,1.2e-07,1.2e-07,-40,5.60017e-11
fs,2e-07,1.2e-07,1.2e-07,0,6.51952e-11
fs,2e-07,1.2e-07,1.2e-07,27,8.44462e-11
fs,2e-07,1.2e-07,1.2e-07,85,2.22732e-10
fs,2e-07,1.2e-07,1.2e-07,125,4.77456e-10
fs,2e-07,1.6e-07,1.2e-07,-40,6.26033e-11
fs,2e-07,1.6e-07,1.2e-07,0,7.18643e-11
fs,2e-07,1.6e-07,1.2e-07,27,9.12435e-11
fs,2e-07,1.6e-07,1.2e-07,85,2.30923e-10
fs,2e-07,1.6e-07,1.2e-07,125,4.89405e-10
fs,2e-07,2e-07,1.2e-07,-40,6.92008e-11
fs,2e-07,2e-07,1.2e-07,0,7.85293e-11
fs,2e-07,2e-07,1.2e-07,27,9.80398e-11
fs,2e-07,2e-07,1.2e-07,85,2.39192e-10
fs,2e-07,2e-07,1.2e-07,125,5.01707e-10
fs,2e-07,2.4e-07,1.2e-07,-40,7.57953e-11
fs,2e-07,2.4e-07,1.2e-07,0,8.51911e-11
fs,2e-07,2.4e-07,1.2e-07,27,1.04833e-10
fs,2e-07,2.4e-07,1.2e-07,85,2.47481e-10
fs,2e-07,2.4e-07,1.2e-07,125,5.14117e-10
fs,2e-07,2.8e-07,1.2e-07,-40,8.23874e-11
fs,2e-07,2.8e-07,1.2e-07,0,9.18503e-11
fs,2e-07,2.8e-07,1.2e-07,27,1.11624e-10
fs,2e-07,2.8e-07,1.2e-07,85,2.55774e-10
fs,2e-07,2.8e-07,1.2e-07,125,5.26563e-10
fs,2e-07,3.2e-07,1.2e-07,-40,8.89233e-11
fs,2e-07,3.2e-07,1.2e-07,0,9.84519e-11
fs,2e-07,3.2e-07,1.2e-07,27,1.18359e-10
fs,2e-07,3.2e-07,1.2e-07,85,2.64067e-10
fs,2e-07,3.2e-07,1.2e-07,125,5.39207e-10
fs,2.4e-07,1.2e-07,1.2e-07,-40,6.08937e-11
fs,2.4e-07,1.2e-07,1.2e-07,0,7.04144e-11
fs,2.4e-07,1.2e-07,1.2e-07,27,9.05919e-11
fs,2.4e-07,1.2e-07,1.2e-07,85,2.37787e-10
fs,2.4e-07,1.2e-07,1.2e-07,125,5.11757e-10
fs,2.4e-07,1.6e-07,1.2e-07,-40,6.74953e-11
fs,2.4e-07,1.6e-07,1.2e-07,0,7.70834e-11
fs,2.4e-07,1.6e-07,1.2e-07,27,9.7389e-11
fs,2.4e-07,1.6e-07,1.2e-07,85,2.45978e-10
fs,2.4e-07,1.6e-07,1.2e-07,125,5.23706e-10
fs,2.4e-07,2e-07,1.2e-07,-40,7.40929e-11
fs,2.4e-07,2e-07,1.2e-07,0,8.37485e-11
fs,2.4e-07,2e-07,1.2e-07,27,1.04185e-10
fs,2.4e-07,2e-07,1.2e-07,85,2.54247e-10
fs,2.4e-07,2e-07,1.2e-07,125,5.36008e-10
fs,2.4e-07,2.4e-07,1.2e-07,-40,8.06872e-11
fs,2.4e-07,2.4e-07,1.2e-07,0,9.04102e-11
fs,2.4e-07,2.4e-07,1.2e-07,27,1.10979e-10
fs,2.4e-07,2.4e-07,1.2e-07,85,2.62535e-10
fs,2.4e-07,2.4e-07,1.2e-07,125,5.48418e-10
fs,2.4e-07,2.8e-07,1.2e-07,-40,8.72797e-11
fs,2.4e-07,2.8e-07,1.2e-07,0,9.70697e-11
fs,2.4e-07,2.8e-07,1.2e-07,27,1.1777e-10
fs,2.4e-07,2.8e-07,1.2e-07,85,2.70828e-10
fs,2.4e-07,2.8e-07,1.2e-07,125,5.60864e-10
fs,2.4e-07,3.2e-07,1.2e-07,-40,9.38155e-11
fs,2.4e-07,3.2e-07,1.2e-07,0,1.03671e-10
fs,2.4e-07,3.2e-07,1.2e-07,27,1.24505e-10
fs,2.4e-07,3.2e-07,1.2e-07,85,2.79122e-10
fs,2.4e-07,3.2e-07,1.2e-07,125,5.73508e-10
fs,2.8e-07,1.2e-07,1.2e-07,-40,6.5769e-11
fs,2.8e-07,1.2e-07,1.2e-07,0,7.56247e-11
fs,2.8e-07,1.2e-07,1.2e-07,27,9.6707e-11
fs,2.8e-07,1.2e-07,1.2e-07,85,2.52415e-10
fs,2.8e-07,1.2e-07,1.2e-07,125,5.44684e-10
fs,2.8e-07,1.6e-07,1.2e-07,-40,7.23707e-11
fs,2.8e-07,1.6e-07,1.2e-07,0,8.22937e-11
fs,2.8e-07,1.6e-07,1.2e-07,27,1.03504e-10
fs,2.8e-07,1.6e-07,1.2e-07,85,2.60606e-10
fs,2.8e-07,1.6e-07,1.2e-07,125,5.56633e-10
fs,2.8e-07,2e-07,1.2e-07,-40,7.89682e-11
fs,2.8e-07,2e-07,1.2e-07,0,8.89588e-11
fs,2.8e-07,2e-07,1.2e-07,27,1.10301e-10
fs,2.8e-07,2e-07,1.2e-07,85,2.68875e-10
fs,2.8e-07,2e-07,1.2e-07,125,5.68934e-10
fs,2.8e-07,2.4e-07,1.2e-07,-40,8.55627e-11
fs,2.8e-07,2.4e-07,1.2e-07,0,9.56206e-11
fs,2.8e-07,2.4e-07,1.2e-07,27,1.17094e-10
fs,2.8e-07,2.4e-07,1.2e-07,85,2.77164e-10
fs,2.8e-07,2.4e-07,1.2e-07,125,5.81345e-10
fs,2.8e-07,2.8e-07,1.2e-07,-40,9.21549e-11
fs,2.8e-07,2.8e-07,1.2e-07,0,1.0228e-10
fs,2.8e-07,2.8e-07,1.2e-07,27,1.23885e-10
fs,2.8e-07,2.8e-07,1.2e-07,85,2.85456e-10
fs,2.8e-07,2.8e-07,1.2e-07,125,5.93791e-10
fs,2.8e-07,3.2e-07,1.2e-07,-40,9.86908e-11
fs,2.8e-07,3.2e-07,1.2e-07,0,1.08881e-10
fs,2.8e-07,3.2e-07,1.2e-07,27,1.3062e-10
fs,2.8e-07,3.2e-07,1.2e-07,85,2.9375e-10
fs,2.8e-07,3.2e-07,1.2e-07,125,6.06434e-10
fs,3.2e-07,1.2e-07,1.2e-07,-40,7.06332e-11
fs,3.2e-07,1.2e-07,1.2e-07,0,8.05535e-11
fs,3.2e-07,1.2e-07,1.2e-07,27,1.02014e-10
fs,3.2e-07,1.2e-07,1.2e-07,85,2.63031e-10
fs,3.2e-07,1.2e-07,1.2e-07,125,5.68655e-10
fs,3.2e-07,1.6e-07,1.2e-07,-40,7.72347e-11
fs,3.2e-07,1.6e-07,1.2e-07,0,8.72224e-11
fs,3.2e-07,1.6e-07,1.2e-07,27,1.08811e-10
fs,3.2e-07,1.6e-07,1.2e-07,85,2.71221e-10
fs,3.2e-07,1.6e-07,1.2e-07,125,5.80604e-10
fs,3.2e-07,2e-07,1.2e-07,-40,8.38323e-11
fs,3.2e-07,2e-07,1.2e-07,0,9.38875e-11
fs,3.2e-07,2e-07,1.2e-07,27,1.15607e-10
fs,3.2e-07,2e-07,1.2e-07,85,2.79491e-10
fs,3.2e-07,2e-07,1.2e-07,125,5.92905e-10
fs,3.2e-07,2.4e-07,1.2e-07,-40,9.04268e-11
fs,3.2e-07,2.4e-07,1.2e-07,0,1.00549e-10
fs,3.2e-07,2.4e-07,1.2e-07,27,1.22401e-10
fs,3.2e-07,2.4e-07,1.2e-07,85,2.87779e-10
fs,3.2e-07,2.4e-07,1.2e-07,125,6.05315e-10
fs,3.2e-07,2.8e-07,1.2e-07,-40,9.70192e-11
fs,3.2e-07,2.8e-07,1.2e-07,0,1.07209e-10
fs,3.2e-07,2.8e-07,1.2e-07,27,1.29192e-10
fs,3.2e-07,2.8e-07,1.2e-07,85,2.96073e-10
fs,3.2e-07,2.8e-07,1.2e-07,125,6.17762e-10
fs,3.2e-07,3.2e-07,1.2e-07,-40,1.03555e-10
fs,3.2e-07,3.2e-07,1.2e-07,0,1.1381e-10
fs,3.2e-07,3.2e-07,1.2e-07,27,1.35927e-10
fs,3.2e-07,3.2e-07,1.2e-07,85,3.04366e-10
fs,3.2e-07,3.2e-07,1.2e-07,125,6.30405e-10
sf,1.2e-07,1.2e-07,1.2e-07,-40,4.26706e-11
sf,1.2e-07,1.2e-07,1.2e-07,0,4.70201e-11
sf,1.2e-07,1.2e-07,1.2e-07,27,5.84341e-11
sf,1.2e-07,1.2e-07,1.2e-07,85,1.62463e-10
sf,1.2e-07,1.2e-07,1.2e-07,125,3.81699e-10
sf,1.2e-07,1.6e-07,1.2e-07,-40,4.9383e-11
sf,1.2e-07,1.6e-07,1.2e-07,0,5.29423e-11
sf,1.2e-07,1.6e-07,1.2e-07,27,6.24009e-11
sf,1.2e-07,1.6e-07,1.2e-07,85,1.51898e-10
sf,1.2e-07,1.6e-07,1.2e-07,125,3.46587e-10
sf,1.2e-07,2e-07,1.2e-07,-40,5.61564e-11
sf,1.2e-07,2e-07,1.2e-07,0,5.94985e-11
sf,1.2e-07,2e-07,1.2e-07,27,6.84053e-11
sf,1.2e-07,2e-07,1.2e-07,85,1.54379e-10
sf,1.2e-07,2e-07,1.2e-07,125,3.44709e-10
sf,1.2e-07,2.4e-07,1.2e-07,-40,6.29464e-11
sf,1.2e-07,2.4e-07,1.2e-07,0,6.62555e-11
sf,1.2e-07,2.4e-07,1.2e-07,27,7.50731e-11
sf,1.2e-07,2.4e-07,1.2e-07,85,1.61272e-10
sf,1.2e-07,2.4e-07,1.2e-07,125,3.54293e-10
sf,1.2e-07,2.8e-07,1.2e-07,-40,6.97426e-11
sf,1.2e-07,2.8e-07,1.2e-07,0,7.30993e-11
sf,1.2e-07,2.8e-07,1.2e-07,27,8.20331e-11
sf,1.2e-07,2.8e-07,1.2e-07,85,1.70151e-10
sf,1.2e-07,2.8e-07,1.2e-07,125,3.69093e-10
sf,1.2e-07,3.2e-07,1.2e-07,-40,7.64796e-11
sf,1.2e-07,3.2e-07,1.2e-07,0,7.99221e-11
sf,1.2e-07,3.2e-07,1.2e-07,27,8.90815e-11
sf,1.2e-07,3.2e-07,1.2e-07,85,1.8014e-10
sf,1.2e-07,3.2e-07,1.2e-07,125,3.87148e-10
sf,1.6e-07,1.2e-07,1.2e-07,-40,4.70549e-11
sf,1.6e-07,1.2e-07,1.2e-07,0,5.16373e-11
sf,1.6e-07,1.2e-07,1.2e-07,27,6.35942e-11
sf,1.6e-07,1.2e-07,1.2e-07,85,1.72543e-10
sf,1.6e-07,1.2e-07,1.2e-07,125,4.0258e-10
sf,1.6e-07,1.6e-07,1.2e-07,-40,5.37673e-11
sf,1.6e-07,1.6e-07,1.2e-07,0,5.75595e-11
sf,1.6e-07,1.6e-07,1.2e-07,27,6.75611e-11
sf,1.6e-07,1.6e-07,1.2e-07,85,1.61978e-10
sf,1.6e-07,1.6e-07,1.2e-07,125,3.67468e-10
sf,1.6e-07,2e-07,1.2e-07,-40,6.05407e-11
sf,1.6e-07,2e-07,1.2e-07,0,6.41157e-11
sf,1.6e-07,2e-07,1.2e-07,27,7.35654e-11
sf,1.6e-07,2e-07,1.2e-07,85,1.64459e-10
sf,1.6e-07,2e-07,1.2e-07,125,3.6559e-10
sf,1.6e-07,2.4e-07,1.2e-07,-40,6.73307e-11
sf,1.6e-07,2.4e-07,1.2e-07,0,7.08727e-11
sf,1.6e-07,2.4e-07,1.2e-07,27,8.02333e-11
sf,1.6e-07,2.4e-07,1.2e-07,85,1.71352e-10
sf,1.6e-07,2.4e-07,1.2e-07,125,3.75174e-10
sf,1.6e-07,2.8e-07,1.2e-07,-40,7.41268e-11
sf,1.6e-07,2.8e-07,1.2e-07,0,7.77164e-11
sf,1.6e-07,2.8e-07,1.2e-07,27,8.71931e-11
sf,1.6e-07,2.8e-07,1.2e-07,85,1.80231e-10
sf,1.6e-07,2.8e-07,1.2e-07,125,3.89974e-10
sf,1.6e-07,3.2e-07,1.2e-07,-40,8.08638e-11
sf,1.6e-07,3.2e-07,1.2e-07,0,8.45392e-11
sf,1.6e-07,3.2e-07,1.2e-07,27,9.42415e-11
sf,1.6e-07,3.2e-07,1.2e-07,85,1.9022e-10
sf,1.6e-07,3.2e-07,1.2e-07,125,4.08029e-10
sf,2e-07,1.2e-07,1.2e-07,-40,5.13858e-11
sf,2e-07,1.2e-07,1.2e-07,0,5.61669e-11
sf,2e-07,1.2e-07,1.2e-07,27,6.8582e-11
sf,2e-07,1.2e-07,1.2e-07,85,1.8174e-10
sf,2e-07,1.2e-07,1.2e-07,125,4.2116e-10
sf,2e-07,1.6e-07,1.2e-07,-40,5.80983e-11
sf,2e-07,1.6e-07,1.2e-07,0,6.20891e-11
sf,2e-07,1.6e-07,1.2e-07,27,7.25489e-11
sf,2e-07,1.6e-07,1.2e-07,85,1.71175e-10
sf,2e-07,1.6e-07,1.2e-07,125,3.86048e-10
sf,2e-07,2e-07,1.2e-07,-40,6.48717e-11
sf,2e-07,2e-07,1.2e-07,0,6.86453e-11
sf,2e-07,2e-07,1.2e-07,27,7.85532e-11
sf,2e-07,2e-07,1.2e-07,85,1.73656e-10
sf,2e-07,2e-07,1.2e-07,125,3.8417e-10
sf,2e-07,2.4e-07,1.2e-07,-40,7.16617e-11
sf,2e-07,2.4e-07,1.2e-07,0,7.54024e-11
sf,2e-07,2.4e-07,1.2e-07,27,8.52211e-11
sf,2e-07,2.4e-07,1.2e-07,85,1.80549e-10
sf,2e-07,2.4e-07,1.2e-07,125,3.93753e-10
sf,2e-07,2.8e-07,1.2e-07,-40,7.84577e-11
sf,2e-07,2.8e-07,1.2e-07,0,8.2246e-11
sf,2e-07,2.8e-07,1.2e-07,27,9.2181e-11
sf,2e-07,2.8e-07,1.2e-07,85,1.89428e-10
sf,2e-07,2.8e-07,1.2e-07,125,4.08554e-10
sf,2e-07,3.2e-07,1.2e-07,-40,8.51948e-11
sf,2e-07,3.2e-07,1.2e-07,0,8.90688e-11
sf,2e-07,3.2e-07,1.2e-07,27,9.92293e-11
sf,2e-07,3.2e-07,1.2e-07,85,1.99417e-10
sf,2e-07,3.2e-07,1.2e-07,125,4.26609e-10
sf,2.4e-07,1.2e-07,1.2e-07,-40,5.56826e-11
sf,2.4e-07,1.2e-07,1.2e-07,0,6.06389e-11
sf,2.4e-07,1.2e-07,1.2e-07,27,7.34541e-11
sf,2.4e-07,1.2e-07,1.2e-07,85,1.90336e-10
sf,2.4e-07,1.2e-07,1.2e-07,125,4.38171e-10
sf,2.4e-07,1.6e-07,1.2e-07,-40,6.2395e-11
sf,2.4e-07,1.6e-07,1.2e-07,0,6.6561e-11
sf,2.4e-07,1.6e-07,1.2e-07,27,7.74209e-11
sf,2.4e-07,1.6e-07,1.2e-07,85,1.79771e-10
sf,2.4e-07,1.6e-07,1.2e-07,125,4.03059e-10
sf,2.4e-07,2e-07,1.2e-07,-40,6.91684e-11
sf,2.4e-07,2e-07,1.2e-07,0,7.31173e-11
sf,2.4e-07,2e-07,1.2e-07,27,8.34253e-11
