corner,wn_store,wp_store,wn_access,temp,vdd,leakage_power_W
ff,1.2e-07,2.4e-07,1.2e-07,125,1.15,1.67397e-09
ff,1.2e-07,2.4e-07,1.2e-07,125,1.2,1.74676e-09
ff,1.2e-07,2.8e-07,1.2e-07,-40,1,1.03023e-10
ff,1.2e-07,2.8e-07,1.2e-07,-40,1.05,1.08174e-10
ff,1.2e-07,2.8e-07,1.2e-07,-40,1.1,1.13326e-10
ff,1.2e-07,2.8e-07,1.2e-07,-40,1.15,1.18477e-10
ff,1.2e-07,2.8e-07,1.2e-07,-40,1.2,1.23628e-10
ff,1.2e-07,2.8e-07,1.2e-07,0,1,1.48633e-10
ff,1.2e-07,2.8e-07,1.2e-07,0,1.05,1.56065e-10
ff,1.2e-07,2.8e-07,1.2e-07,0,1.1,1.63497e-10
ff,1.2e-07,2.8e-07,1.2e-07,0,1.15,1.70928e-10
ff,1.2e-07,2.8e-07,1.2e-07,0,1.2,1.7836e-10
ff,1.2e-07,2.8e-07,1.2e-07,27,1,2.28773e-10
ff,1.2e-07,2.8e-07,1.2e-07,27,1.05,2.40211e-10
ff,1.2e-07,2.8e-07,1.2e-07,27,1.1,2.5165e-10
ff,1.2e-07,2.8e-07,1.2e-07,27,1.15,2.63089e-10
ff,1.2e-07,2.8e-07,1.2e-07,27,1.2,2.74527e-10
ff,1.2e-07,2.8e-07,1.2e-07,85,1,7.0209e-10
ff,1.2e-07,2.8e-07,1.2e-07,85,1.05,7.37194e-10
ff,1.2e-07,2.8e-07,1.2e-07,85,1.1,7.72299e-10
ff,1.2e-07,2.8e-07,1.2e-07,85,1.15,8.07403e-10
ff,1.2e-07,2.8e-07,1.2e-07,85,1.2,8.42508e-10
ff,1.2e-07,2.8e-07,1.2e-07,125,1,1.45664e-09
ff,1.2e-07,2.8e-07,1.2e-07,125,1.05,1.52947e-09
ff,1.2e-07,2.8e-07,1.2e-07,125,1.1,1.6023e-09
ff,1.2e-07,2.8e-07,1.2e-07,125,1.15,1.67513e-09
ff,1.2e-07,2.8e-07,1.2e-07,125,1.2,1.74796e-09
ff,1.2e-07,3.2e-07,1.2e-07,-40,1,1.1137e-10
ff,1.2e-07,3.2e-07,1.2e-07,-40,1.05,1.16938e-10
ff,1.2e-07,3.2e-07,1.2e-07,-40,1.1,1.22507e-10
ff,1.2e-07,3.2e-07,1.2e-07,-40,1.15,1.28075e-10
ff,1.2e-07,3.2e-07,1.2e-07,-40,1.2,1.33643e-10
ff,1.2e-07,3.2e-07,1.2e-07,0,1,1.56811e-10
ff,1.2e-07,3.2e-07,1.2e-07,0,1.05,1.64651e-10
ff,1.2e-07,3.2e-07,1.2e-07,0,1.1,1.72492e-10
ff,1.2e-07,3.2e-07,1.2e-07,0,1.15,1.80332e-10
ff,1.2e-07,3.2e-07,1.2e-07,0,1.2,1.88173e-10
ff,1.2e-07,3.2e-07,1.2e-07,27,1,2.36753e-10
ff,1.2e-07,3.2e-07,1.2e-07,27,1.05,2.48591e-10
ff,1.2e-07,3.2e-07,1.2e-07,27,1.1,2.60429e-10
ff,1.2e-07,3.2e-07,1.2e-07,27,1.15,2.72266e-10
ff,1.2e-07,3.2e-07,1.2e-07,27,1.2,2.84104e-10
ff,1.2e-07,3.2e-07,1.2e-07,85,1,7.11436e-10
ff,1.2e-07,3.2e-07,1.2e-07,85,1.05,7.47008e-10
ff,1.2e-07,3.2e-07,1.2e-07,85,1.1,7.8258e-10
ff,1.2e-07,3.2e-07,1.2e-07,85,1.15,8.18151e-10
ff,1.2e-07,3.2e-07,1.2e-07,85,1.2,8.53723e-10
ff,1.2e-07,3.2e-07,1.2e-07,125,1,1.47322e-09
ff,1.2e-07,3.2e-07,1.2e-07,125,1.05,1.54688e-09
ff,1.2e-07,3.2e-07,1.2e-07,125,1.1,1.62054e-09
ff,1.2e-07,3.2e-07,1.2e-07,125,1.15,1.6942e-09
ff,1.2e-07,3.2e-07,1.2e-07,125,1.2,1.76786e-09
ff,1.6e-07,1.2e-07,1.2e-07,-40,1,7.53287e-11
ff,1.6e-07,1.2e-07,1.2e-07,-40,1.05,7.90951e-11
ff,1.6e-07,1.2e-07,1.2e-07,-40,1.1,8.28615e-11
ff,1.6e-07,1.2e-07,1.2e-07,-40,1.15,8.6628e-11
ff,1.6e-07,1.2e-07,1.2e-07,-40,1.2,9.03944e-11
ff,1.6e-07,1.2e-07,1.2e-07,0,1,1.29057e-10
ff,1.6e-07,1.2e-07,1.2e-07,0,1.05,1.3551e-10
ff,1.6e-07,1.2e-07,1.2e-07,0,1.1,1.41963e-10
ff,1.6e-07,1.2e-07,1.2e-07,0,1.15,1.48415e-10
ff,1.6e-07,1.2e-07,1.2e-07,0,1.2,1.54868e-10
ff,1.6e-07,1.2e-07,1.2e-07,27,1,2.28453e-10
ff,1.6e-07,1.2e-07,1.2e-07,27,1.05,2.39876e-10
ff,1.6e-07,1.2e-07,1.2e-07,27,1.1,2.51299e-10
ff,1.6e-07,1.2e-07,1.2e-07,27,1.15,2.62722e-10
ff,1.6e-07,1.2e-07,1.2e-07,27,1.2,2.74144e-10
ff,1.6e-07,1.2e-07,1.2e-07,85,1,8.25579e-10
ff,1.6e-07,1.2e-07,1.2e-07,85,1.05,8.66858e-10
ff,1.6e-07,1.2e-07,1.2e-07,85,1.1,9.08137e-10
ff,1.6e-07,1.2e-07,1.2e-07,85,1.15,9.49413e-10
ff,1.6e-07,1.2e-07,1.2e-07,85,1.2,9.90695e-10
ff,1.6e-07,1.2e-07,1.2e-07,125,1,1.76242e-09
ff,1.6e-07,1.2e-07,1.2e-07,125,1.05,1.85054e-09
ff,1.6e-07,1.2e-07,1.2e-07,125,1.1,1.93866e-09
ff,1.6e-07,1.2e-07,1.2e-07,125,1.15,2.02678e-09
ff,1.6e-07,1.2e-07,1.2e-07,125,1.2,2.1149e-09
ff,1.6e-07,1.6e-07,1.2e-07,-40,1,8.23701e-11
ff,1.6e-07,1.6e-07,1.2e-07,-40,1.05,8.64886e-11
ff,1.6e-07,1.6e-07,1.2e-07,-40,1.1,9.06072e-11
ff,1.6e-07,1.6e-07,1.2e-07,-40,1.15,9.47257e-11
ff,1.6e-07,1.6e-07,1.2e-07,-40,1.2,9.88442e-11
ff,1.6e-07,1.6e-07,1.2e-07,0,1,1.27957e-10
ff,1.6e-07,1.6e-07,1.2e-07,0,1.05,1.34355e-10
ff,1.6e-07,1.6e-07,1.2e-07,0,1.1,1.40753e-10
ff,1.6e-07,1.6e-07,1.2e-07,0,1.15,1.47151e-10
ff,1.6e-07,1.6e-07,1.2e-07,0,1.2,1.53549e-10
ff,1.6e-07,1.6e-07,1.2e-07,27,1,2.12081e-10
ff,1.6e-07,1.6e-07,1.2e-07,27,1.05,2.22685e-10
ff,1.6e-07,1.6e-07,1.2e-07,27,1.1,2.33289e-10
ff,1.6e-07,1.6e-07,1.2e-07,27,1.15,2.43893e-10
ff,1.6e-07,1.6e-07,1.2e-07,27,1.2,2.54497e-10
ff,1.6e-07,1.6e-07,1.2e-07,85,1,7.23844e-10
ff,1.6e-07,1.6e-07,1.2e-07,85,1.05,7.60037e-10
ff,1.6e-07,1.6e-07,1.2e-07,85,1.1,7.96229e-10
ff,1.6e-07,1.6e-07,1.2e-07,85,1.15,8.32421e-10
ff,1.6e-07,1.6e-07,1.2e-07,85,1.2,8.68613e-10
ff,1.6e-07,1.6e-07,1.2e-07,125,1,1.54243e-09
ff,1.6e-07,1.6e-07,1.2e-07,125,1.05,1.61956e-09
ff,1.6e-07,1.6e-07,1.2e-07,125,1.1,1.69668e-09
ff,1.6e-07,1.6e-07,1.2e-07,125,1.15,1.7738e-09
ff,1.6e-07,1.6e-07,1.2e-07,125,1.2,1.85092e-09
ff,1.6e-07,2e-07,1.2e-07,-40,1,9.04341e-11
ff,1.6e-07,2e-07,1.2e-07,-40,1.05,9.49558e-11
ff,1.6e-07,2e-07,1.2e-07,-40,1.1,9.94775e-11
ff,1.6e-07,2e-07,1.2e-07,-40,1.15,1.03999e-10
ff,1.6e-07,2e-07,1.2e-07,-40,1.2,1.08521e-10
ff,1.6e-07,2e-07,1.2e-07,0,1,1.33344e-10
ff,1.6e-07,2e-07,1.2e-07,0,1.05,1.40011e-10
ff,1.6e-07,2e-07,1.2e-07,0,1.1,1.46678e-10
ff,1.6e-07,2e-07,1.2e-07,0,1.15,1.53345e-10
ff,1.6e-07,2e-07,1.2e-07,0,1.2,1.60012e-10
ff,1.6e-07,2e-07,1.2e-07,27,1,2.12254e-10
ff,1.6e-07,2e-07,1.2e-07,27,1.05,2.22867e-10
ff,1.6e-07,2e-07,1.2e-07,27,1.1,2.33479e-10
ff,1.6e-07,2e-07,1.2e-07,27,1.15,2.44092e-10
ff,1.6e-07,2e-07,1.2e-07,27,1.2,2.54705e-10
ff,1.6e-07,2e-07,1.2e-07,85,1,6.94524e-10
ff,1.6e-07,2e-07,1.2e-07,85,1.05,7.2925e-10
ff,1.6e-07,2e-07,1.2e-07,85,1.1,7.63977e-10
ff,1.6e-07,2e-07,1.2e-07,85,1.15,7.98703e-10
ff,1.6e-07,2e-07,1.2e-07,85,1.2,8.33429e-10
ff,1.6e-07,2e-07,1.2e-07,125,1,1.47325e-09
ff,1.6e-07,2e-07,1.2e-07,125,1.05,1.54691e-09
ff,1.6e-07,2e-07,1.2e-07,125,1.1,1.62057e-09
ff,1.6e-07,2e-07,1.2e-07,125,1.15,1.69424e-09
ff,1.6e-07,2e-07,1.2e-07,125,1.2,1.7679e-09
ff,1.6e-07,2.4e-07,1.2e-07,-40,1,9.87568e-11
ff,1.6e-07,2.4e-07,1.2e-07,-40,1.05,1.03695e-10
ff,1.6e-07,2.4e-07,1.2e-07,-40,1.1,1.08632e-10
ff,1.6e-07,2.4e-07,1.2e-07,-40,1.15,1.1357e-10
ff,1.6e-07,2.4e-07,1.2e-07,-40,1.2,1.18508e-10
ff,1.6e-07,2.4e-07,1.2e-07,0,1,1.40528e-10
ff,1.6e-07,2.4e-07,1.2e-07,0,1.05,1.47554e-10
ff,1.6e-07,2.4e-07,1.2e-07,0,1.1,1.54581e-10
ff,1.6e-07,2.4e-07,1.2e-07,0,1.15,1.61607e-10
ff,1.6e-07,2.4e-07,1.2e-07,0,1.2,1.68634e-10
ff,1.6e-07,2.4e-07,1.2e-07,27,1,2.17224e-10
ff,1.6e-07,2.4e-07,1.2e-07,27,1.05,2.28086e-10
ff,1.6e-07,2.4e-07,1.2e-07,27,1.1,2.38947e-10
ff,1.6e-07,2.4e-07,1.2e-07,27,1.15,2.49808e-10
ff,1.6e-07,2.4e-07,1.2e-07,27,1.2,2.60669e-10
ff,1.6e-07,2.4e-07,1.2e-07,85,1,6.87804e-10
ff,1.6e-07,2.4e-07,1.2e-07,85,1.05,7.22195e-10
ff,1.6e-07,2.4e-07,1.2e-07,85,1.1,7.56585e-10
ff,1.6e-07,2.4e-07,1.2e-07,85,1.15,7.90975e-10
ff,1.6e-07,2.4e-07,1.2e-07,85,1.2,8.25365e-10
ff,1.6e-07,2.4e-07,1.2e-07,125,1,1.45296e-09
ff,1.6e-07,2.4e-07,1.2e-07,125,1.05,1.52561e-09
ff,1.6e-07,2.4e-07,1.2e-07,125,1.1,1.59826e-09
ff,1.6e-07,2.4e-07,1.2e-07,125,1.15,1.67091e-09
ff,1.6e-07,2.4e-07,1.2e-07,125,1.2,1.74355e-09
ff,1.6e-07,2.8e-07,1.2e-07,-40,1,1.07176e-10
ff,1.6e-07,2.8e-07,1.2e-07,-40,1.05,1.12535e-10
ff,1.6e-07,2.8e-07,1.2e-07,-40,1.1,1.17894e-10
ff,1.6e-07,2.8e-07,1.2e-07,-40,1.15,1.23253e-10
ff,1.6e-07,2.8e-07,1.2e-07,-40,1.2,1.28611e-10
ff,1.6e-07,2.8e-07,1.2e-07,0,1,1.48426e-10
ff,1.6e-07,2.8e-07,1.2e-07,0,1.05,1.55847e-10
ff,1.6e-07,2.8e-07,1.2e-07,0,1.1,1.63268e-10
ff,1.6e-07,2.8e-07,1.2e-07,0,1.15,1.70689e-10
ff,1.6e-07,2.8e-07,1.2e-07,0,1.2,1.78111e-10
ff,1.6e-07,2.8e-07,1.2e-07,27,1,2.2415e-10
ff,1.6e-07,2.8e-07,1.2e-07,27,1.05,2.35358e-10
ff,1.6e-07,2.8e-07,1.2e-07,27,1.1,2.46565e-10
ff,1.6e-07,2.8e-07,1.2e-07,27,1.15,2.57773e-10
ff,1.6e-07,2.8e-07,1.2e-07,27,1.2,2.6898e-10
ff,1.6e-07,2.8e-07,1.2e-07,85,1,6.90706e-10
ff,1.6e-07,2.8e-07,1.2e-07,85,1.05,7.25241e-10
ff,1.6e-07,2.8e-07,1.2e-07,85,1.1,7.59776e-10
ff,1.6e-07,2.8e-07,1.2e-07,85,1.15,7.94312e-10
ff,1.6e-07,2.8e-07,1.2e-07,85,1.2,8.28847e-10
ff,1.6e-07,2.8e-07,1.2e-07,125,1,1.45397e-09
ff,1.6e-07,2.8e-07,1.2e-07,125,1.05,1.52667e-09
ff,1.6e-07,2.8e-07,1.2e-07,125,1.1,1.59937e-09
ff,1.6e-07,2.8e-07,1.2e-07,125,1.15,1.67206e-09
ff,1.6e-07,2.8e-07,1.2e-07,125,1.2,1.74476e-09
ff,1.6e-07,3.2e-07,1.2e-07,-40,1,1.15522e-10
ff,1.6e-07,3.2e-07,1.2e-07,-40,1.05,1.21299e-10
ff,1.6e-07,3.2e-07,1.2e-07,-40,1.1,1.27075e-10
ff,1.6e-07,3.2e-07,1.2e-07,-40,1.15,1.32851e-10
ff,1.6e-07,3.2e-07,1.2e-07,-40,1.2,1.38627e-10
ff,1.6e-07,3.2e-07,1.2e-07,0,1,1.56603e-10
ff,1.6e-07,3.2e-07,1.2e-07,0,1.05,1.64433e-10
ff,1.6e-07,3.2e-07,1.2e-07,0,1.1,1.72263e-10
ff,1.6e-07,3.2e-07,1.2e-07,0,1.15,1.80093e-10
ff,1.6e-07,3.2e-07,1.2e-07,0,1.2,1.87923e-10
ff,1.6e-07,3.2e-07,1.2e-07,27,1,2.32131e-10
ff,1.6e-07,3.2e-07,1.2e-07,27,1.05,2.43737e-10
ff,1.6e-07,3.2e-07,1.2e-07,27,1.1,2.55344e-10
ff,1.6e-07,3.2e-07,1.2e-07,27,1.15,2.6695e-10
ff,1.6e-07,3.2e-07,1.2e-07,27,1.2,2.78557e-10
ff,1.6e-07,3.2e-07,1.2e-07,85,1,7.00052e-10
ff,1.6e-07,3.2e-07,1.2e-07,85,1.05,7.35054e-10
ff,1.6e-07,3.2e-07,1.2e-07,85,1.1,7.70057e-10
ff,1.6e-07,3.2e-07,1.2e-07,85,1.15,8.0506e-10
ff,1.6e-07,3.2e-07,1.2e-07,85,1.2,8.40062e-10
ff,1.6e-07,3.2e-07,1.2e-07,125,1,1.47055e-09
ff,1.6e-07,3.2e-07,1.2e-07,125,1.05,1.54408e-09
ff,1.6e-07,3.2e-07,1.2e-07,125,1.1,1.6176e-09
ff,1.6e-07,3.2e-07,1.2e-07,125,1.15,1.69113e-09
ff,1.6e-07,3.2e-07,1.2e-07,125,1.2,1.76466e-09
ff,2e-07,1.2e-07,1.2e-07,-40,1,8.0387e-11
ff,2e-07,1.2e-07,1.2e-07,-40,1.05,8.44064e-11
ff,2e-07,1.2e-07,1.2e-07,-40,1.1,8.84257e-11
ff,2e-07,1.2e-07,1.2e-07,-40,1.15,9.24451e-11
ff,2e-07,1.2e-07,1.2e-07,-40,1.2,9.64644e-11
ff,2e-07,1.2e-07,1.2e-07,0,1,1.31951e-10
ff,2e-07,1.2e-07,1.2e-07,0,1.05,1.38549e-10
ff,2e-07,1.2e-07,1.2e-07,0,1.1,1.45147e-10
ff,2e-07,1.2e-07,1.2e-07,0,1.15,1.51744e-10
ff,2e-07,1.2e-07,1.2e-07,0,1.2,1.58342e-10
ff,2e-07,1.2e-07,1.2e-07,27,1,2.29428e-10
ff,2e-07,1.2e-07,1.2e-07,27,1.05,2.40899e-10
ff,2e-07,1.2e-07,1.2e-07,27,1.1,2.5237e-10
ff,2e-07,1.2e-07,1.2e-07,27,1.15,2.63842e-10
ff,2e-07,1.2e-07,1.2e-07,27,1.2,2.75313e-10
ff,2e-07,1.2e-07,1.2e-07,85,1,8.27368e-10
ff,2e-07,1.2e-07,1.2e-07,85,1.05,8.68737e-10
ff,2e-07,1.2e-07,1.2e-07,85,1.1,9.10105e-10
ff,2e-07,1.2e-07,1.2e-07,85,1.15,9.51471e-10
ff,2e-07,1.2e-07,1.2e-07,85,1.2,9.92842e-10
ff,2e-07,1.2e-07,1.2e-07,125,1,1.77857e-09
ff,2e-07,1.2e-07,1.2e-07,125,1.05,1.8675e-09
ff,2e-07,1.2e-07,1.2e-07,125,1.1,1.95643e-09
ff,2e-07,1.2e-07,1.2e-07,125,1.15,2.04536e-09
ff,2e-07,1.2e-07,1.2e-07,125,1.2,2.13428e-09
ff,2e-07,1.6e-07,1.2e-07,-40,1,8.74285e-11
ff,2e-07,1.6e-07,1.2e-07,-40,1.05,9.17999e-11
ff,2e-07,1.6e-07,1.2e-07,-40,1.1,9.61714e-11
ff,2e-07,1.6e-07,1.2e-07,-40,1.15,1.00543e-10
ff,2e-07,1.6e-07,1.2e-07,-40,1.2,1.04914e-10
ff,2e-07,1.6e-07,1.2e-07,0,1,1.30852e-10
ff,2e-07,1.6e-07,1.2e-07,0,1.05,1.37394e-10
ff,2e-07,1.6e-07,1.2e-07,0,1.1,1.43937e-10
ff,2e-07,1.6e-07,1.2e-07,0,1.15,1.5048e-10
ff,2e-07,1.6e-07,1.2e-07,0,1.2,1.57022e-10
ff,2e-07,1.6e-07,1.2e-07,27,1,2.13055e-10
ff,2e-07,1.6e-07,1.2e-07,27,1.05,2.23708e-10
ff,2e-07,1.6e-07,1.2e-07,27,1.1,2.34361e-10
ff,2e-07,1.6e-07,1.2e-07,27,1.15,2.45014e-10
ff,2e-07,1.6e-07,1.2e-07,27,1.2,2.55666e-10
ff,2e-07,1.6e-07,1.2e-07,85,1,7.25634e-10
ff,2e-07,1.6e-07,1.2e-07,85,1.05,7.61916e-10
ff,2e-07,1.6e-07,1.2e-07,85,1.1,7.98197e-10
ff,2e-07,1.6e-07,1.2e-07,85,1.15,8.34479e-10
ff,2e-07,1.6e-07,1.2e-07,85,1.2,8.70761e-10
ff,2e-07,1.6e-07,1.2e-07,125,1,1.55859e-09
ff,2e-07,1.6e-07,1.2e-07,125,1.05,1.63652e-09
ff,2e-07,1.6e-07,1.2e-07,125,1.1,1.71445e-09
ff,2e-07,1.6e-07,1.2e-07,125,1.15,1.79238e-09
ff,2e-07,1.6e-07,1.2e-07,125,1.2,1.87031e-09
ff,2e-07,2e-07,1.2e-07,-40,1,9.54924e-11
ff,2e-07,2e-07,1.2e-07,-40,1.05,1.00267e-10
ff,2e-07,2e-07,1.2e-07,-40,1.1,1.05042e-10
ff,2e-07,2e-07,1.2e-07,-40,1.15,1.09816e-10
ff,2e-07,2e-07,1.2e-07,-40,1.2,1.14591e-10
ff,2e-07,2e-07,1.2e-07,0,1,1.36238e-10
ff,2e-07,2e-07,1.2e-07,0,1.05,1.4305e-10
ff,2e-07,2e-07,1.2e-07,0,1.1,1.49862e-10
ff,2e-07,2e-07,1.2e-07,0,1.15,1.56674e-10
ff,2e-07,2e-07,1.2e-07,0,1.2,1.63486e-10
ff,2e-07,2e-07,1.2e-07,27,1,2.13228e-10
ff,2e-07,2e-07,1.2e-07,27,1.05,2.2389e-10
ff,2e-07,2e-07,1.2e-07,27,1.1,2.34551e-10
ff,2e-07,2e-07,1.2e-07,27,1.15,2.45212e-10
ff,2e-07,2e-07,1.2e-07,27,1.2,2.55874e-10
ff,2e-07,2e-07,1.2e-07,85,1,6.96314e-10
ff,2e-07,2e-07,1.2e-07,85,1.05,7.31129e-10
ff,2e-07,2e-07,1.2e-07,85,1.1,7.65945e-10
ff,2e-07,2e-07,1.2e-07,85,1.15,8.00761e-10
ff,2e-07,2e-07,1.2e-07,85,1.2,8.35577e-10
ff,2e-07,2e-07,1.2e-07,125,1,1.4894e-09
ff,2e-07,2e-07,1.2e-07,125,1.05,1.56387e-09
ff,2e-07,2e-07,1.2e-07,125,1.1,1.63834e-09
ff,2e-07,2e-07,1.2e-07,125,1.15,1.71281e-09
ff,2e-07,2e-07,1.2e-07,125,1.2,1.78728e-09
ff,2e-07,2.4e-07,1.2e-07,-40,1,1.03815e-10
ff,2e-07,2.4e-07,1.2e-07,-40,1.05,1.09006e-10
ff,2e-07,2.4e-07,1.2e-07,-40,1.1,1.14197e-10
ff,2e-07,2.4e-07,1.2e-07,-40,1.15,1.19387e-10
ff,2e-07,2.4e-07,1.2e-07,-40,1.2,1.24578e-10
ff,2e-07,2.4e-07,1.2e-07,0,1,1.43422e-10
ff,2e-07,2.4e-07,1.2e-07,0,1.05,1.50594e-10
ff,2e-07,2.4e-07,1.2e-07,0,1.1,1.57765e-10
ff,2e-07,2.4e-07,1.2e-07,0,1.15,1.64936e-10
ff,2e-07,2.4e-07,1.2e-07,0,1.2,1.72107e-10
ff,2e-07,2.4e-07,1.2e-07,27,1,2.18198e-10
ff,2e-07,2.4e-07,1.2e-07,27,1.05,2.29108e-10
ff,2e-07,2.4e-07,1.2e-07,27,1.1,2.40018e-10
ff,2e-07,2.4e-07,1.2e-07,27,1.15,2.50928e-10
ff,2e-07,2.4e-07,1.2e-07,27,1.2,2.61838e-10
ff,2e-07,2.4e-07,1.2e-07,85,1,6.89594e-10
ff,2e-07,2.4e-07,1.2e-07,85,1.05,7.24074e-10
ff,2e-07,2.4e-07,1.2e-07,85,1.1,7.58554e-10
ff,2e-07,2.4e-07,1.2e-07,85,1.15,7.93033e-10
ff,2e-07,2.4e-07,1.2e-07,85,1.2,8.27513e-10
ff,2e-07,2.4e-07,1.2e-07,125,1,1.46912e-09
ff,2e-07,2.4e-07,1.2e-07,125,1.05,1.54257e-09
ff,2e-07,2.4e-07,1.2e-07,125,1.1,1.61603e-09
ff,2e-07,2.4e-07,1.2e-07,125,1.15,1.68948e-09
ff,2e-07,2.4e-07,1.2e-07,125,1.2,1.76294e-09
ff,2e-07,2.8e-07,1.2e-07,-40,1,1.12234e-10
ff,2e-07,2.8e-07,1.2e-07,-40,1.05,1.17846e-10
ff,2e-07,2.8e-07,1.2e-07,-40,1.1,1.23458e-10
ff,2e-07,2.8e-07,1.2e-07,-40,1.15,1.2907e-10
ff,2e-07,2.8e-07,1.2e-07,-40,1.2,1.34681e-10
ff,2e-07,2.8e-07,1.2e-07,0,1,1.5132e-10
ff,2e-07,2.8e-07,1.2e-07,0,1.05,1.58886e-10
ff,2e-07,2.8e-07,1.2e-07,0,1.1,1.66452e-10
ff,2e-07,2.8e-07,1.2e-07,0,1.15,1.74018e-10
ff,2e-07,2.8e-07,1.2e-07,0,1.2,1.81584e-10
ff,2e-07,2.8e-07,1.2e-07,27,1,2.25124e-10
ff,2e-07,2.8e-07,1.2e-07,27,1.05,2.36381e-10
ff,2e-07,2.8e-07,1.2e-07,27,1.1,2.47637e-10
ff,2e-07,2.8e-07,1.2e-07,27,1.15,2.58893e-10
ff,2e-07,2.8e-07,1.2e-07,27,1.2,2.70149e-10
ff,2e-07,2.8e-07,1.2e-07,85,1,6.92495e-10
ff,2e-07,2.8e-07,1.2e-07,85,1.05,7.2712e-10
ff,2e-07,2.8e-07,1.2e-07,85,1.1,7.61745e-10
ff,2e-07,2.8e-07,1.2e-07,85,1.15,7.9637e-10
ff,2e-07,2.8e-07,1.2e-07,85,1.2,8.30994e-10
ff,2e-07,2.8e-07,1.2e-07,125,1,1.47012e-09
ff,2e-07,2.8e-07,1.2e-07,125,1.05,1.54363e-09
ff,2e-07,2.8e-07,1.2e-07,125,1.1,1.61713e-09
ff,2e-07,2.8e-07,1.2e-07,125,1.15,1.69064e-09
ff,2e-07,2.8e-07,1.2e-07,125,1.2,1.76415e-09
ff,2e-07,3.2e-07,1.2e-07,-40,1,1.20581e-10
ff,2e-07,3.2e-07,1.2e-07,-40,1.05,1.2661e-10
ff,2e-07,3.2e-07,1.2e-07,-40,1.1,1.32639e-10
ff,2e-07,3.2e-07,1.2e-07,-40,1.15,1.38668e-10
ff,2e-07,3.2e-07,1.2e-07,-40,1.2,1.44697e-10
ff,2e-07,3.2e-07,1.2e-07,0,1,1.59497e-10
ff,2e-07,3.2e-07,1.2e-07,0,1.05,1.67472e-10
ff,2e-07,3.2e-07,1.2e-07,0,1.1,1.75447e-10
ff,2e-07,3.2e-07,1.2e-07,0,1.15,1.83422e-10
ff,2e-07,3.2e-07,1.2e-07,0,1.2,1.91397e-10
ff,2e-07,3.2e-07,1.2e-07,27,1,2.33105e-10
ff,2e-07,3.2e-07,1.2e-07,27,1.05,2.4476e-10
ff,2e-07,3.2e-07,1.2e-07,27,1.1,2.56415e-10
ff,2e-07,3.2e-07,1.2e-07,27,1.15,2.68071e-10
ff,2e-07,3.2e-07,1.2e-07,27,1.2,2.79726e-10
ff,2e-07,3.2e-07,1.2e-07,85,1,7.01841e-10
ff,2e-07,3.2e-07,1.2e-07,85,1.05,7.36934e-10
ff,2e-07,3.2e-07,1.2e-07,85,1.1,7.72026e-10
ff,2e-07,3.2e-07,1.2e-07,85,1.15,8.07118e-10
ff,2e-07,3.2e-07,1.2e-07,85,1.2,8.4221e-10
ff,2e-07,3.2e-07,1.2e-07,125,1,1.4867e-09
ff,2e-07,3.2e-07,1.2e-07,125,1.05,1.56104e-09
ff,2e-07,3.2e-07,1.2e-07,125,1.1,1.63537e-09
ff,2e-07,3.2e-07,1.2e-07,125,1.15,1.70971e-09
ff,2e-07,3.2e-07,1.2e-07,125,1.2,1.78404e-09
ff,2.4e-07,1.2e-07,1.2e-07,-40,1,8.58468e-11
ff,2.4e-07,1.2e-07,1.2e-07,-40,1.05,9.01392e-11
ff,2.4e-07,1.2e-07,1.2e-07,-40,1.1,9.44315e-11
ff,2.4e-07,1.2e-07,1.2e-07,-40,1.15,9.87239e-11
ff,2.4e-07,1.2e-07,1.2e-07,-40,1.2,1.03016e-10
ff,2.4e-07,1.2e-07,1.2e-07,0,1,1.36331e-10
ff,2.4e-07,1.2e-07,1.2e-07,0,1.05,1.43148e-10
ff,2.4e-07,1.2e-07,1.2e-07,0,1.1,1.49964e-10
ff,2.4e-07,1.2e-07,1.2e-07,0,1.15,1.56781e-10
ff,2.4e-07,1.2e-07,1.2e-07,0,1.2,1.63597e-10
ff,2.4e-07,1.2e-07,1.2e-07,27,1,2.33175e-10
ff,2.4e-07,1.2e-07,1.2e-07,27,1.05,2.44834e-10
ff,2.4e-07,1.2e-07,1.2e-07,27,1.1,2.56493e-10
ff,2.4e-07,1.2e-07,1.2e-07,27,1.15,2.68152e-10
ff,2.4e-07,1.2e-07,1.2e-07,27,1.2,2.7981e-10
ff,2.4e-07,1.2e-07,1.2e-07,85,1,8.36055e-10
ff,2.4e-07,1.2e-07,1.2e-07,85,1.05,8.77858e-10
ff,2.4e-07,1.2e-07,1.2e-07,85,1.1,9.19661e-10
ff,2.4e-07,1.2e-07,1.2e-07,85,1.15,9.6146e-10
ff,2.4e-07,1.2e-07,1.2e-07,85,1.2,1.00327e-09
ff,2.4e-07,1.2e-07,1.2e-07,125,1,1.80488e-09
ff,2.4e-07,1.2e-07,1.2e-07,125,1.05,1.89512e-09
ff,2.4e-07,1.2e-07,1.2e-07,125,1.1,1.98536e-09
ff,2.4e-07,1.2e-07,1.2e-07,125,1.15,2.07561e-09
ff,2.4e-07,1.2e-07,1.2e-07,125,1.2,2.16585e-09
ff,2.4e-07,1.6e-07,1.2e-07,-40,1,9.28883e-11
ff,2.4e-07,1.6e-07,1.2e-07,-40,1.05,9.75327e-11
ff,2.4e-07,1.6e-07,1.2e-07,-40,1.1,1.02177e-10
