/A X,/A Y
-0.01199999999999957,1.099999828065309
-0.01099999999999957,1.099999827612916
-0.009999999999999565,1.099999827158812
-0.008999999999999564,1.099999826702993
-0.007999999999999563,1.099999826245451
-0.006999999999999563,1.099999825786182
-0.005999999999999563,1.099999825325179
-0.004999999999999563,1.099999824862437
-0.003999999999999563,1.09999982439795
-0.002999999999999563,1.099999823931711
-0.001999999999999563,1.099999823463716
-0.0009999999999995629,1.099999822993957
0,1.09999982252243
0.001,1.099999822049127
0.002,1.099999821574044
0.003,1.099999821097174
0.004,1.099999820618512
0.005,1.09999982013805
0.006,1.099999819655783
0.007,1.099999819171706
0.008,1.099999818685811
0.009000000000000001,1.099999818198093
0.01,1.099999817708546
0.011,1.099999817217163
0.012,1.099999816723939
0.013,1.099999816228867
0.01400000000000001,1.099999815731941
0.01500000000000001,1.099999815233154
0.01600000000000001,1.099999814732502
0.01700000000000001,1.099999814229976
0.01800000000000001,1.099999813725571
0.01900000000000001,1.099999813219281
0.02000000000000001,1.0999998127111
0.02100000000000001,1.09999981220102
0.02200000000000001,1.099999811689037
0.02300000000000001,1.099999811175142
0.02400000000000001,1.09999981065933
0.02500000000000002,1.099999810141595
0.02600000000000002,1.099999809621929
0.02700000000000002,1.099999809100328
0.02800000000000002,1.099999808576783
0.02900000000000002,1.099999808051289
0.03000000000000002,1.099999807523839
0.03100000000000002,1.099999806994426
0.03200000000000002,1.099999806463045
0.03300000000000002,1.099999805929687
0.03400000000000002,1.099999805394348
0.03500000000000002,1.09999980485702
0.03600000000000003,1.099999804317696
0.03700000000000003,1.09999980377637
0.03800000000000003,1.099999803233035
0.03900000000000003,1.099999802687684
0.04000000000000003,1.099999802140312
0.04100000000000003,1.09999980159091
0.04200000000000003,1.099999801039472
0.04300000000000003,1.099999800485992
0.04400000000000003,1.099999799930463
0.04500000000000003,1.099999799372877
0.04600000000000003,1.099999798813228
0.04700000000000003,1.09999979825151
0.04800000000000004,1.099999797687714
0.04900000000000004,1.099999797121834
0.05000000000000004,1.099999796553864
0.05100000000000004,1.099999795983797
0.05200000000000004,1.099999795411624
0.05300000000000004,1.09999979483734
0.05400000000000004,1.099999794260937
0.05500000000000004,1.099999793682409
0.05600000000000004,1.099999793101748
0.05700000000000004,1.099999792518947
0.05800000000000004,1.099999791933999
0.05900000000000005,1.099999791346896
0.06000000000000005,1.099999790757633
0.06100000000000005,1.099999790166201
0.06200000000000005,1.099999789572593
0.06300000000000004,1.099999788976803
0.06400000000000004,1.099999788378822
0.06500000000000004,1.099999787778644
0.06600000000000004,1.099999787176261
0.06700000000000005,1.099999786571667
